Grupo2,Grupo2.,1,Belgium
Grupo2,Grupo2.,1,Brazil
Grupo2,Grupo3.,1,China
Grupo1,Grupo1.,1,France
Grupo2,Grupo2.,1,Germany
Grupo1,Grupo1.,1,India
Grupo2,Grupo2.,1,Iran
Grupo3,Grupo4.,1,Italy
Grupo2,Grupo2.,1,Netherlands
Grupo2,Grupo2.,1,Turkey
Grupo4,Grupo4.,1,UK
Grupo5,Grupo2.,1,USA
Grupo2.,Grupo2..,1,Belgium
Grupo2.,Grupo2..,1,Brazil
Grupo3.,Grupo2..,1,China
Grupo1.,Grupo1..,1,France
Grupo2.,Grupo2..,1,Germany
Grupo1.,Grupo1..,1,India
Grupo2.,Grupo2..,1,Iran
Grupo4.,Grupo3..,1,Italy
Grupo2.,Grupo2..,1,Netherlands
Grupo2.,Grupo2..,1,Turkey
Grupo4.,Grupo3..,1,UK
Grupo2.,Grupo5..,1,USA
Grupo2..,Grupo2...,1,Belgium
Grupo2..,Grupo2...,1,Brazil
Grupo2..,Grupo1...,1,China
Grupo1..,Grupo2...,1,France
Grupo2..,Grupo2...,1,Germany
Grupo1..,Grupo1...,1,India
Grupo2..,Grupo2...,1,Iran
Grupo3..,Grupo3...,1,Italy
Grupo2..,Grupo2...,1,Netherlands
Grupo2..,Grupo2...,1,Turkey
Grupo3..,Grupo3...,1,UK
Grupo5..,Grupo5...,1,USA
Grupo2...,Grupo2....,1,Belgium
Grupo2...,Grupo2....,1,Brazil
Grupo1...,Grupo2....,1,China
Grupo2...,Grupo1....,1,France
Grupo2...,Grupo2....,1,Germany
Grupo1...,Grupo1....,1,India
Grupo2...,Grupo2....,1,Iran
Grupo3...,Grupo3....,1,Italy
Grupo2...,Grupo2....,1,Netherlands
Grupo2...,Grupo2....,1,Turkey
Grupo3...,Grupo5....,1,UK
Grupo5...,Grupo5....,1,USA
Grupo2....,Grupo2.....,1,Belgium
Grupo2....,Grupo2.....,1,Brazil
Grupo2....,Grupo1.....,1,China
Grupo1....,Grupo3.....,1,France
Grupo2....,Grupo2.....,1,Germany
Grupo1....,Grupo1.....,1,India
Grupo2....,Grupo1.....,1,Iran
Grupo3....,Grupo4.....,1,Italy
Grupo2....,Grupo1.....,1,Netherlands
Grupo2....,Grupo1.....,1,Turkey
Grupo5....,Grupo4.....,1,UK
Grupo5....,Grupo5.....,1,USA
