Grupo1,Grupo1.,1,Albania
Grupo1,Grupo1.,1,Algeria
Grupo1,Grupo1.,1,Argentina
Grupo1,Grupo1.,1,Australia
Grupo1,Grupo1.,1,Austria
Grupo1,Grupo1.,1,Azerbaijan
Grupo1,Grupo1.,1,Bahrain
Grupo1,Grupo2.,1,Belgium
Grupo1,Grupo2.,1,Brazil
Grupo1,Grupo1.,1,Bulgaria
Grupo1,Grupo1.,1,Canada
Grupo2,Grupo2.,1,China
Grupo1,Grupo1.,1,Diamond Princess
Grupo1,Grupo1.,1,Denmark
Grupo1,Grupo1.,1,Dominican Republic
Grupo1,Grupo1.,1,Ecuador
Grupo1,Grupo1.,1,Egypt
Grupo1,Grupo1.,1,France
Grupo1,Grupo2.,1,Germany
Grupo1,Grupo1.,1,Greece
Grupo1,Grupo1.,1,Guatemala
Grupo1,Grupo1.,1,Guyana
Grupo1,Grupo1.,1,Hungary
Grupo1,Grupo1.,1,Iceland
Grupo1,Grupo1.,1,India
Grupo1,Grupo1.,1,Indonesia
Grupo1,Grupo2.,1,Iran
Grupo1,Grupo1.,1,Iraq
Grupo1,Grupo1.,1,Ireland
Grupo3,Grupo3.,1,Italy
Grupo1,Grupo1.,1,Japan
Grupo1,Grupo1.,1,South Korea
Grupo1,Grupo1.,1,Lebanon
Grupo1,Grupo1.,1,Luxembourg
Grupo1,Grupo1.,1,Malaysia
Grupo1,Grupo1.,1,Morocco
Grupo1,Grupo2.,1,Netherlands
Grupo1,Grupo1.,1,Norway
Grupo1,Grupo1.,1,Panama
Grupo1,Grupo1.,1,Philippines
Grupo1,Grupo1.,1,Poland
Grupo1,Grupo1.,1,Portugal
Grupo1,Grupo1.,1,San Marino
Grupo1,Grupo1.,1,Slovenia
Grupo4,Grupo4.,1,Spain
Grupo1,Grupo1.,1,Sudan
Grupo1,Grupo1.,1,Sweden
Grupo1,Grupo1.,1,Switzerland
Grupo1,Grupo1.,1,Taiwan
Grupo1,Grupo1.,1,Thailand
Grupo1,Grupo2.,1,Turkey
Grupo1,Grupo1.,1,Ukraine
Grupo3,Grupo3.,1,UK
Grupo1,Grupo3.,1,USA
Grupo1.,Grupo1..,1,Albania
Grupo1.,Grupo1..,1,Algeria
Grupo1.,Grupo1..,1,Argentina
Grupo1.,Grupo1..,1,Australia
Grupo1.,Grupo1..,1,Austria
Grupo1.,Grupo1..,1,Azerbaijan
Grupo1.,Grupo1..,1,Bahrain
Grupo2.,Grupo2..,1,Belgium
Grupo2.,Grupo2..,1,Brazil
Grupo1.,Grupo1..,1,Bulgaria
Grupo1.,Grupo1..,1,Canada
Grupo2.,Grupo2..,1,China
Grupo1.,Grupo1..,1,Diamond Princess
Grupo1.,Grupo1..,1,Denmark
Grupo1.,Grupo1..,1,Dominican Republic
Grupo1.,Grupo1..,1,Ecuador
Grupo1.,Grupo1..,1,Egypt
Grupo1.,Grupo1..,1,France
Grupo2.,Grupo2..,1,Germany
Grupo1.,Grupo1..,1,Greece
Grupo1.,Grupo1..,1,Guatemala
Grupo1.,Grupo1..,1,Guyana
Grupo1.,Grupo1..,1,Hungary
Grupo1.,Grupo1..,1,Iceland
Grupo1.,Grupo1..,1,India
Grupo1.,Grupo1..,1,Indonesia
Grupo2.,Grupo2..,1,Iran
Grupo1.,Grupo1..,1,Iraq
Grupo1.,Grupo1..,1,Ireland
Grupo3.,Grupo3..,1,Italy
Grupo1.,Grupo1..,1,Japan
Grupo1.,Grupo1..,1,South Korea
Grupo1.,Grupo1..,1,Lebanon
Grupo1.,Grupo1..,1,Luxembourg
Grupo1.,Grupo1..,1,Malaysia
Grupo1.,Grupo1..,1,Morocco
Grupo2.,Grupo2..,1,Netherlands
Grupo1.,Grupo1..,1,Norway
Grupo1.,Grupo1..,1,Panama
Grupo1.,Grupo1..,1,Philippines
Grupo1.,Grupo1..,1,Poland
Grupo1.,Grupo1..,1,Portugal
Grupo1.,Grupo1..,1,San Marino
Grupo1.,Grupo1..,1,Slovenia
Grupo4.,Grupo3..,1,Spain
Grupo1.,Grupo1..,1,Sudan
Grupo1.,Grupo1..,1,Sweden
Grupo1.,Grupo1..,1,Switzerland
Grupo1.,Grupo1..,1,Taiwan
Grupo1.,Grupo1..,1,Thailand
Grupo2.,Grupo2..,1,Turkey
Grupo1.,Grupo1..,1,Ukraine
Grupo3.,Grupo3..,1,UK
Grupo3.,Grupo4..,1,USA
Grupo1..,Grupo1...,1,Albania
Grupo1..,Grupo1...,1,Algeria
Grupo1..,Grupo1...,1,Argentina
Grupo1..,Grupo1...,1,Australia
Grupo1..,Grupo1...,1,Austria
Grupo1..,Grupo1...,1,Azerbaijan
Grupo1..,Grupo1...,1,Bahrain
Grupo2..,Grupo2...,1,Belgium
Grupo2..,Grupo2...,1,Brazil
Grupo1..,Grupo1...,1,Bulgaria
Grupo1..,Grupo1...,1,Canada
Grupo2..,Grupo1...,1,China
Grupo1..,Grupo1...,1,Diamond Princess
Grupo1..,Grupo1...,1,Denmark
